order	chromosome	A	type	start	end	B	strand	C	ID
2152_	chr19	.	miRNA	10939692	10939711	.	+	.	ID=MIMAT0027487;Alias=MIMAT0027487;Name=hsa-miR-6793-3p;Derives_from=MI0022638
2153_	chr19	.	miRNA_primary_transcript	11224150	11224210	.	+	.	ID=MI0022733;Alias=MI0022733;Name=hsa-mir-6886
2154_	chr19	.	miRNA	11224155	11224175	.	+	.	ID=MIMAT0027672;Alias=MIMAT0027672;Name=hsa-miR-6886-5p;Derives_from=MI0022733
2155_	chr19	.	miRNA	11224187	11224207	.	+	.	ID=MIMAT0027673;Alias=MIMAT0027673;Name=hsa-miR-6886-3p;Derives_from=MI0022733
2156_	chr19	.	miRNA_primary_transcript	11606359	11606437	.	-	.	ID=MI0025750;Alias=MI0025750;Name=hsa-mir-7974
2157_	chr19	.	miRNA	11606359	11606382	.	-	.	ID=MIMAT0031177;Alias=MIMAT0031177;Name=hsa-miR-7974;Derives_from=MI0025750
2158_	chr19	.	miRNA_primary_transcript	12897942	12898006	.	+	.	ID=MI0019285;Alias=MI0019285;Name=hsa-mir-5684
2159_	chr19	.	miRNA	12897946	12897965	.	+	.	ID=MIMAT0022473;Alias=MIMAT0022473;Name=hsa-miR-5684;Derives_from=MI0019285
2160_	chr19	.	miRNA_primary_transcript	12963074	12963141	.	+	.	ID=MI0022639;Alias=MI0022639;Name=hsa-mir-6794
2161_	chr19	.	miRNA	12963079	12963098	.	+	.	ID=MIMAT0027488;Alias=MIMAT0027488;Name=hsa-miR-6794-5p;Derives_from=MI0022639
2162_	chr19	.	miRNA	12963120	12963139	.	+	.	ID=MIMAT0027489;Alias=MIMAT0027489;Name=hsa-miR-6794-3p;Derives_from=MI0022639
2163_	chr19	.	miRNA_primary_transcript	13031134	13031218	.	+	.	ID=MI0019302;Alias=MI0019302;Name=hsa-mir-5695
2164_	chr19	.	miRNA	13031187	13031208	.	+	.	ID=MIMAT0022488;Alias=MIMAT0022488;Name=hsa-miR-5695;Derives_from=MI0019302
2165_	chr19	.	miRNA_primary_transcript	13051298	13051354	.	+	.	ID=MI0022227;Alias=MI0022227;Name=hsa-mir-6515
2166_	chr19	.	miRNA	13051300	13051320	.	+	.	ID=MIMAT0025486;Alias=MIMAT0025486;Name=hsa-miR-6515-5p;Derives_from=MI0022227
2167_	chr19	.	miRNA	13051335	13051354	.	+	.	ID=MIMAT0025487;Alias=MIMAT0025487;Name=hsa-miR-6515-3p;Derives_from=MI0022227
2168_	chr19	.	miRNA_primary_transcript	13947101	13947173	.	-	.	ID=MI0000081;Alias=MI0000081;Name=hsa-mir-24-2
2169_	chr19	.	miRNA	13947103	13947124	.	-	.	ID=MIMAT0000080;Alias=MIMAT0000080;Name=hsa-miR-24-3p;Derives_from=MI0000081
2170_	chr19	.	miRNA	13947140	13947161	.	-	.	ID=MIMAT0004497;Alias=MIMAT0004497;Name=hsa-miR-24-2-5p;Derives_from=MI0000081
2171_	chr19	.	miRNA_primary_transcript	13947254	13947331	.	-	.	ID=MI0000085;Alias=MI0000085;Name=hsa-mir-27a
2172_	chr19	.	miRNA	13947301	13947322	.	-	.	ID=MIMAT0004501;Alias=MIMAT0004501;Name=hsa-miR-27a-5p;Derives_from=MI0000085
2173_	chr19	.	miRNA	13947261	13947281	.	-	.	ID=MIMAT0000084;Alias=MIMAT0000084;Name=hsa-miR-27a-3p;Derives_from=MI0000085
2174_	chr19	.	miRNA_primary_transcript	13947401	13947473	.	-	.	ID=MI0000079;Alias=MI0000079;Name=hsa-mir-23a
2175_	chr19	.	miRNA	13947444	13947465	.	-	.	ID=MIMAT0004496;Alias=MIMAT0004496;Name=hsa-miR-23a-5p;Derives_from=MI0000079
2176_	chr19	.	miRNA	13947409	13947429	.	-	.	ID=MIMAT0000078;Alias=MIMAT0000078;Name=hsa-miR-23a-3p;Derives_from=MI0000079
2177_	chr19	.	miRNA_primary_transcript	13985513	13985622	.	+	.	ID=MI0000271;Alias=MI0000271;Name=hsa-mir-181c
2178_	chr19	.	miRNA	13985539	13985560	.	+	.	ID=MIMAT0000258;Alias=MIMAT0000258;Name=hsa-miR-181c-5p;Derives_from=MI0000271
2179_	chr19	.	miRNA	13985577	13985598	.	+	.	ID=MIMAT0004559;Alias=MIMAT0004559;Name=hsa-miR-181c-3p;Derives_from=MI0000271
2180_	chr19	.	miRNA_primary_transcript	13985689	13985825	.	+	.	ID=MI0003139;Alias=MI0003139;Name=hsa-mir-181d
2181_	chr19	.	miRNA	13985724	13985746	.	+	.	ID=MIMAT0002821;Alias=MIMAT0002821;Name=hsa-miR-181d-5p;Derives_from=MI0003139
2182_	chr19	.	miRNA	13985767	13985787	.	+	.	ID=MIMAT0026608;Alias=MIMAT0026608;Name=hsa-miR-181d-3p;Derives_from=MI0003139
2183_	chr19	.	miRNA_primary_transcript	14184173	14184291	.	+	.	ID=MI0020340;Alias=MI0020340;Name=hsa-mir-1199
2184_	chr19	.	miRNA	14184193	14184212	.	+	.	ID=MIMAT0031119;Alias=MIMAT0031119;Name=hsa-miR-1199-5p;Derives_from=MI0020340
2185_	chr19	.	miRNA	14184237	14184257	.	+	.	ID=MIMAT0031120;Alias=MIMAT0031120;Name=hsa-miR-1199-3p;Derives_from=MI0020340
2186_	chr19	.	miRNA_primary_transcript	14640355	14640452	.	+	.	ID=MI0003654;Alias=MI0003654;Name=hsa-mir-639
2187_	chr19	.	miRNA	14640415	14640437	.	+	.	ID=MIMAT0003309;Alias=MIMAT0003309;Name=hsa-miR-639;Derives_from=MI0003654
2188_	chr19	.	miRNA_primary_transcript	15290094	15290161	.	-	.	ID=MI0022640;Alias=MI0022640;Name=hsa-mir-6795
2189_	chr19	.	miRNA	15290133	15290156	.	-	.	ID=MIMAT0027490;Alias=MIMAT0027490;Name=hsa-miR-6795-5p;Derives_from=MI0022640
2190_	chr19	.	miRNA	15290094	15290114	.	-	.	ID=MIMAT0027491;Alias=MIMAT0027491;Name=hsa-miR-6795-3p;Derives_from=MI0022640
2191_	chr19	.	miRNA_primary_transcript	15560359	15560419	.	+	.	ID=MI0007075;Alias=MI0007075;Name=hsa-mir-1470
2192_	chr19	.	miRNA	15560359	15560379	.	+	.	ID=MIMAT0007348;Alias=MIMAT0007348;Name=hsa-miR-1470;Derives_from=MI0007075
2193_	chr19	.	miRNA_primary_transcript	18392887	18392971	.	+	.	ID=MI0014232;Alias=MI0014232;Name=hsa-mir-3188
2194_	chr19	.	miRNA	18392939	18392961	.	+	.	ID=MIMAT0015070;Alias=MIMAT0015070;Name=hsa-miR-3188;Derives_from=MI0014232
2195_	chr19	.	miRNA_primary_transcript	18497372	18497444	.	+	.	ID=MI0014233;Alias=MI0014233;Name=hsa-mir-3189
2196_	chr19	.	miRNA	18497417	18497437	.	+	.	ID=MIMAT0015071;Alias=MIMAT0015071;Name=hsa-miR-3189-3p;Derives_from=MI0014233
2197_	chr19	.	miRNA	18497380	18497404	.	+	.	ID=MIMAT0019217;Alias=MIMAT0019217;Name=hsa-miR-3189-5p;Derives_from=MI0014233
2198_	chr19	.	miRNA_primary_transcript	19545872	19545967	.	+	.	ID=MI0003655;Alias=MI0003655;Name=hsa-mir-640
2199_	chr19	.	miRNA	19545932	19545952	.	+	.	ID=MIMAT0003310;Alias=MIMAT0003310;Name=hsa-miR-640;Derives_from=MI0003655
2200_	chr19	.	miRNA_primary_transcript	20510081	20510163	.	-	.	ID=MI0006407;Alias=MI0006407;Name=hsa-mir-1270-1
2201_	chr19	.	miRNA	20510129	20510151	.	-	.	ID=MIMAT0005924;Alias=MIMAT0005924;Name=hsa-miR-1270;Derives_from=MI0006407
2202_	chr19	.	miRNA_primary_transcript	20579240	20579322	.	-	.	ID=MI0015976;Alias=MI0015976;Name=hsa-mir-1270-2
2203_	chr19	.	miRNA	20579288	20579310	.	-	.	ID=MIMAT0005924_1;Alias=MIMAT0005924;Name=hsa-miR-1270;Derives_from=MI0015976
2204_	chr19	.	miRNA_primary_transcript	35613604	35613668	.	+	.	ID=MI0022734;Alias=MI0022734;Name=hsa-mir-6887
2205_	chr19	.	miRNA	35613609	35613631	.	+	.	ID=MIMAT0027674;Alias=MIMAT0027674;Name=hsa-miR-6887-5p;Derives_from=MI0022734
2206_	chr19	.	miRNA	35613648	35613668	.	+	.	ID=MIMAT0027675;Alias=MIMAT0027675;Name=hsa-miR-6887-3p;Derives_from=MI0022734
2207_	chr19	.	miRNA_primary_transcript	35836416	35836530	.	+	.	ID=MI0018175;Alias=MI0018175;Name=hsa-mir-5196
2208_	chr19	.	miRNA	35836444	35836465	.	+	.	ID=MIMAT0021128;Alias=MIMAT0021128;Name=hsa-miR-5196-5p;Derives_from=MI0018175
2209_	chr19	.	miRNA	35836484	35836504	.	+	.	ID=MIMAT0021129;Alias=MIMAT0021129;Name=hsa-miR-5196-3p;Derives_from=MI0018175
2210_	chr19	.	miRNA_primary_transcript	39900263	39900318	.	-	.	ID=MI0016897;Alias=MI0016897;Name=hsa-mir-4530
2211_	chr19	.	miRNA	39900269	39900286	.	-	.	ID=MIMAT0019069;Alias=MIMAT0019069;Name=hsa-miR-4530;Derives_from=MI0016897
2212_	chr19	.	miRNA_primary_transcript	40320356	40320442	.	-	.	ID=MI0022554;Alias=MI0022554;Name=hsa-mir-6719
2213_	chr19	.	miRNA	40320366	40320387	.	-	.	ID=MIMAT0025850;Alias=MIMAT0025850;Name=hsa-miR-6719-3p;Derives_from=MI0022554
2214_	chr19	.	miRNA_primary_transcript	40788450	40788548	.	-	.	ID=MI0003656;Alias=MI0003656;Name=hsa-mir-641
2215_	chr19	.	miRNA	40788510	40788533	.	-	.	ID=MIMAT0003311;Alias=MIMAT0003311;Name=hsa-miR-641;Derives_from=MI0003656
2216_	chr19	.	miRNA_primary_transcript	40875753	40875814	.	+	.	ID=MI0022641;Alias=MI0022641;Name=hsa-mir-6796
2217_	chr19	.	miRNA	40875758	40875780	.	+	.	ID=MIMAT0027492;Alias=MIMAT0027492;Name=hsa-miR-6796-5p;Derives_from=MI0022641
2218_	chr19	.	miRNA	40875794	40875814	.	+	.	ID=MIMAT0027493;Alias=MIMAT0027493;Name=hsa-miR-6796-3p;Derives_from=MI0022641
2219_	chr19	.	miRNA_primary_transcript	42373697	42373768	.	+	.	ID=MI0022642;Alias=MI0022642;Name=hsa-mir-6797
2220_	chr19	.	miRNA	42373702	42373726	.	+	.	ID=MIMAT0027494;Alias=MIMAT0027494;Name=hsa-miR-6797-5p;Derives_from=MI0022642
2221_	chr19	.	miRNA	42373745	42373766	.	+	.	ID=MIMAT0027495;Alias=MIMAT0027495;Name=hsa-miR-6797-3p;Derives_from=MI0022642
2222_	chr19	.	miRNA_primary_transcript	42637597	42637665	.	-	.	ID=MI0015853;Alias=MI0015853;Name=hsa-mir-4323
2223_	chr19	.	miRNA	42637607	42637624	.	-	.	ID=MIMAT0016875;Alias=MIMAT0016875;Name=hsa-miR-4323;Derives_from=MI0015853
2224_	chr19	.	miRNA_primary_transcript	42855283	42855357	.	+	.	ID=MI0025913;Alias=MI0025913;Name=hsa-mir-8077
2225_	chr19	.	miRNA	42855326	42855347	.	+	.	ID=MIMAT0031004;Alias=MIMAT0031004;Name=hsa-miR-8077;Derives_from=MI0025913
2226_	chr19	.	miRNA_primary_transcript	45156956	45157002	.	-	.	ID=MI0016898;Alias=MI0016898;Name=hsa-mir-4531
2227_	chr19	.	miRNA	45156959	45156975	.	-	.	ID=MIMAT0019070;Alias=MIMAT0019070;Name=hsa-miR-4531;Derives_from=MI0016898
2228_	chr19	.	miRNA_primary_transcript	45261914	45261978	.	+	.	ID=MI0025921;Alias=MI0025921;Name=hsa-mir-8085
2229_	chr19	.	miRNA	45261924	45261944	.	+	.	ID=MIMAT0031012;Alias=MIMAT0031012;Name=hsa-miR-8085;Derives_from=MI0025921
2230_	chr19	.	miRNA_primary_transcript	45939912	45939962	.	+	.	ID=MI0020365;Alias=MI0020365;Name=hsa-mir-6088
2231_	chr19	.	miRNA	45939912	45939931	.	+	.	ID=MIMAT0023713;Alias=MIMAT0023713;Name=hsa-miR-6088;Derives_from=MI0020365
2232_	chr19	.	miRNA_primary_transcript	46142252	46142345	.	-	.	ID=MI0000803;Alias=MI0000803;Name=hsa-mir-330
2233_	chr19	.	miRNA	46142307	46142328	.	-	.	ID=MIMAT0004693;Alias=MIMAT0004693;Name=hsa-miR-330-5p;Derives_from=MI0000803
2234_	chr19	.	miRNA	46142267	46142289	.	-	.	ID=MIMAT0000751;Alias=MIMAT0000751;Name=hsa-miR-330-3p;Derives_from=MI0000803
2235_	chr19	.	miRNA_primary_transcript	46178186	46178282	.	+	.	ID=MI0003657;Alias=MI0003657;Name=hsa-mir-642a
2236_	chr19	.	miRNA	46178201	46178222	.	+	.	ID=MIMAT0003312;Alias=MIMAT0003312;Name=hsa-miR-642a-5p;Derives_from=MI0003657
2237_	chr19	.	miRNA	46178236	46178257	.	+	.	ID=MIMAT0020924;Alias=MIMAT0020924;Name=hsa-miR-642a-3p;Derives_from=MI0003657
2238_	chr19	.	miRNA_primary_transcript	46178190	46178266	.	-	.	ID=MI0016685;Alias=MI0016685;Name=hsa-mir-642b
2239_	chr19	.	miRNA	46178199	46178220	.	-	.	ID=MIMAT0018444;Alias=MIMAT0018444;Name=hsa-miR-642b-3p;Derives_from=MI0016685
2240_	chr19	.	miRNA	46178236	46178257	.	-	.	ID=MIMAT0022736;Alias=MIMAT0022736;Name=hsa-miR-642b-5p;Derives_from=MI0016685
2241_	chr19	.	miRNA_primary_transcript	46522190	46522307	.	+	.	ID=MI0003834;Alias=MI0003834;Name=hsa-mir-769
2242_	chr19	.	miRNA	46522219	46522240	.	+	.	ID=MIMAT0003886;Alias=MIMAT0003886;Name=hsa-miR-769-5p;Derives_from=MI0003834
2243_	chr19	.	miRNA	46522258	46522280	.	+	.	ID=MIMAT0003887;Alias=MIMAT0003887;Name=hsa-miR-769-3p;Derives_from=MI0003834
2244_	chr19	.	miRNA_primary_transcript	47212550	47212602	.	-	.	ID=MI0014234;Alias=MI0014234;Name=hsa-mir-320e
2245_	chr19	.	miRNA	47212551	47212568	.	-	.	ID=MIMAT0015072;Alias=MIMAT0015072;Name=hsa-miR-320e;Derives_from=MI0014234
2246_	chr19	.	miRNA_primary_transcript	47730199	47730278	.	+	.	ID=MI0014235;Alias=MI0014235;Name=hsa-mir-3190
2247_	chr19	.	miRNA	47730212	47730231	.	+	.	ID=MIMAT0015073;Alias=MIMAT0015073;Name=hsa-miR-3190-5p;Derives_from=MI0014235
2248_	chr19	.	miRNA	47730245	47730267	.	+	.	ID=MIMAT0022839;Alias=MIMAT0022839;Name=hsa-miR-3190-3p;Derives_from=MI0014235
2249_	chr19	.	miRNA_primary_transcript	47730201	47730276	.	-	.	ID=MI0014236;Alias=MI0014236;Name=hsa-mir-3191
2250_	chr19	.	miRNA	47730209	47730231	.	-	.	ID=MIMAT0015075;Alias=MIMAT0015075;Name=hsa-miR-3191-3p;Derives_from=MI0014236
2251_	chr19	.	miRNA	47730247	47730268	.	-	.	ID=MIMAT0022732;Alias=MIMAT0022732;Name=hsa-miR-3191-5p;Derives_from=MI0014236
2252_	chr19	.	miRNA_primary_transcript	49513163	49513229	.	+	.	ID=MI0022643;Alias=MI0022643;Name=hsa-mir-6798
2253_	chr19	.	miRNA	49513168	49513190	.	+	.	ID=MIMAT0027496;Alias=MIMAT0027496;Name=hsa-miR-6798-5p;Derives_from=MI0022643
2254_	chr19	.	miRNA	49513209	49513229	.	+	.	ID=MIMAT0027497;Alias=MIMAT0027497;Name=hsa-miR-6798-3p;Derives_from=MI0022643
2255_	chr19	.	miRNA_primary_transcript	49812054	49812125	.	-	.	ID=MI0015854;Alias=MI0015854;Name=hsa-mir-4324
2256_	chr19	.	miRNA	49812064	49812083	.	-	.	ID=MIMAT0016876;Alias=MIMAT0016876;Name=hsa-miR-4324;Derives_from=MI0015854
2257_	chr19	.	miRNA_primary_transcript	50004042	50004125	.	-	.	ID=MI0000479;Alias=MI0000479;Name=hsa-mir-150
2258_	chr19	.	miRNA	50004089	50004110	.	-	.	ID=MIMAT0000451;Alias=MIMAT0000451;Name=hsa-miR-150-5p;Derives_from=MI0000479
2259_	chr19	.	miRNA	50004054	50004075	.	-	.	ID=MIMAT0004610;Alias=MIMAT0004610;Name=hsa-miR-150-3p;Derives_from=MI0000479
2260_	chr19	.	miRNA_primary_transcript	50185374	50185452	.	+	.	ID=MI0017977;Alias=MI0017977;Name=hsa-mir-5088
2261_	chr19	.	miRNA	50185379	50185402	.	+	.	ID=MIMAT0021080;Alias=MIMAT0021080;Name=hsa-miR-5088-5p;Derives_from=MI0017977
2262_	chr19	.	miRNA	50185431	50185451	.	+	.	ID=MIMAT0027041;Alias=MIMAT0027041;Name=hsa-miR-5088-3p;Derives_from=MI0017977
2263_	chr19	.	miRNA_primary_transcript	50295123	50295191	.	+	.	ID=MI0022644;Alias=MI0022644;Name=hsa-mir-6799
2264_	chr19	.	miRNA	50295128	50295147	.	+	.	ID=MIMAT0027498;Alias=MIMAT0027498;Name=hsa-miR-6799-5p;Derives_from=MI0022644
2265_	chr19	.	miRNA	50295169	50295191	.	+	.	ID=MIMAT0027499;Alias=MIMAT0027499;Name=hsa-miR-6799-3p;Derives_from=MI0022644
2266_	chr19	.	miRNA_primary_transcript	50335275	50335356	.	+	.	ID=MI0022645;Alias=MI0022645;Name=hsa-mir-6800
2267_	chr19	.	miRNA	50335279	50335299	.	+	.	ID=MIMAT0027500;Alias=MIMAT0027500;Name=hsa-miR-6800-5p;Derives_from=MI0022645
2268_	chr19	.	miRNA	50335333	50335353	.	+	.	ID=MIMAT0027501;Alias=MIMAT0027501;Name=hsa-miR-6800-3p;Derives_from=MI0022645
2269_	chr19	.	miRNA_primary_transcript	50357848	50357908	.	+	.	ID=MI0017388;Alias=MI0017388;Name=hsa-mir-4749
2270_	chr19	.	miRNA	50357850	50357871	.	+	.	ID=MIMAT0019885;Alias=MIMAT0019885;Name=hsa-miR-4749-5p;Derives_from=MI0017388
2271_	chr19	.	miRNA	50357889	50357908	.	+	.	ID=MIMAT0019886;Alias=MIMAT0019886;Name=hsa-miR-4749-3p;Derives_from=MI0017388
2272_	chr19	.	miRNA_primary_transcript	50391432	50391487	.	+	.	ID=MI0017389;Alias=MI0017389;Name=hsa-mir-4750
2273_	chr19	.	miRNA	50391434	50391455	.	+	.	ID=MIMAT0019887;Alias=MIMAT0019887;Name=hsa-miR-4750-5p;Derives_from=MI0017389
2274_	chr19	.	miRNA	50391466	50391487	.	+	.	ID=MIMAT0022979;Alias=MIMAT0022979;Name=hsa-miR-4750-3p;Derives_from=MI0017389
2275_	chr19	.	miRNA_primary_transcript	50436321	50436394	.	+	.	ID=MI0017390;Alias=MI0017390;Name=hsa-mir-4751
2276_	chr19	.	miRNA	50436330	50436353	.	+	.	ID=MIMAT0019888;Alias=MIMAT0019888;Name=hsa-miR-4751;Derives_from=MI0017390
2277_	chr19	.	miRNA_primary_transcript	51710185	51710265	.	-	.	ID=MI0025910;Alias=MI0025910;Name=hsa-mir-8074
2278_	chr19	.	miRNA	51710195	51710218	.	-	.	ID=MIMAT0031001;Alias=MIMAT0031001;Name=hsa-miR-8074;Derives_from=MI0025910
2279_	chr19	.	miRNA_primary_transcript	52195865	52195934	.	+	.	ID=MI0000746;Alias=MI0000746;Name=hsa-mir-99b
2280_	chr19	.	miRNA	52195871	52195892	.	+	.	ID=MIMAT0000689;Alias=MIMAT0000689;Name=hsa-miR-99b-5p;Derives_from=MI0000746
2281_	chr19	.	miRNA	52195909	52195930	.	+	.	ID=MIMAT0004678;Alias=MIMAT0004678;Name=hsa-miR-99b-3p;Derives_from=MI0000746
2282_	chr19	.	miRNA_primary_transcript	52196039	52196117	.	+	.	ID=MI0000066;Alias=MI0000066;Name=hsa-let-7e
2283_	chr19	.	miRNA	52196046	52196067	.	+	.	ID=MIMAT0000066;Alias=MIMAT0000066;Name=hsa-let-7e-5p;Derives_from=MI0000066
2284_	chr19	.	miRNA	52196091	52196112	.	+	.	ID=MIMAT0004485;Alias=MIMAT0004485;Name=hsa-let-7e-3p;Derives_from=MI0000066
2285_	chr19	.	miRNA_primary_transcript	52196507	52196592	.	+	.	ID=MI0000469;Alias=MI0000469;Name=hsa-mir-125a
2286_	chr19	.	miRNA	52196521	52196544	.	+	.	ID=MIMAT0000443;Alias=MIMAT0000443;Name=hsa-miR-125a-5p;Derives_from=MI0000469
2287_	chr19	.	miRNA	52196559	52196580	.	+	.	ID=MIMAT0004602;Alias=MIMAT0004602;Name=hsa-miR-125a-3p;Derives_from=MI0000469
2288_	chr19	.	miRNA_primary_transcript	52725273	52725351	.	+	.	ID=MI0022646;Alias=MI0022646;Name=hsa-mir-6801
2289_	chr19	.	miRNA	52725278	52725300	.	+	.	ID=MIMAT0027502;Alias=MIMAT0027502;Name=hsa-miR-6801-5p;Derives_from=MI0022646
2290_	chr19	.	miRNA	52725327	52725346	.	+	.	ID=MIMAT0027503;Alias=MIMAT0027503;Name=hsa-miR-6801-3p;Derives_from=MI0022646
2291_	chr19	.	miRNA_primary_transcript	52785050	52785146	.	+	.	ID=MI0003658;Alias=MI0003658;Name=hsa-mir-643
2292_	chr19	.	miRNA	52785110	52785131	.	+	.	ID=MIMAT0003313;Alias=MIMAT0003313;Name=hsa-miR-643;Derives_from=MI0003658
2293_	chr19	.	miRNA_primary_transcript	54169933	54170016	.	+	.	ID=MI0003140;Alias=MI0003140;Name=hsa-mir-512-1
2294_	chr19	.	miRNA	54169946	54169968	.	+	.	ID=MIMAT0002822;Alias=MIMAT0002822;Name=hsa-miR-512-5p;Derives_from=MI0003140
2295_	chr19	.	miRNA	54169983	54170004	.	+	.	ID=MIMAT0002823;Alias=MIMAT0002823;Name=hsa-miR-512-3p;Derives_from=MI0003140
2296_	chr19	.	miRNA_primary_transcript	54172411	54172508	.	+	.	ID=MI0003141;Alias=MI0003141;Name=hsa-mir-512-2
2297_	chr19	.	miRNA	54172430	54172452	.	+	.	ID=MIMAT0002822_1;Alias=MIMAT0002822;Name=hsa-miR-512-5p;Derives_from=MI0003141
2298_	chr19	.	miRNA	54172467	54172488	.	+	.	ID=MIMAT0002823_1;Alias=MIMAT0002823;Name=hsa-miR-512-3p;Derives_from=MI0003141
2299_	chr19	.	miRNA_primary_transcript	54175222	54175294	.	+	.	ID=MI0003786;Alias=MI0003786;Name=hsa-mir-1323
2300_	chr19	.	miRNA	54175232	54175253	.	+	.	ID=MIMAT0005795;Alias=MIMAT0005795;Name=hsa-miR-1323;Derives_from=MI0003786
2301_	chr19	.	miRNA_primary_transcript	54177451	54177574	.	+	.	ID=MI0003142;Alias=MI0003142;Name=hsa-mir-498
2302_	chr19	.	miRNA	54177484	54177506	.	+	.	ID=MIMAT0002824;Alias=MIMAT0002824;Name=hsa-miR-498;Derives_from=MI0003142
2303_	chr19	.	miRNA_primary_transcript	54178965	54179051	.	+	.	ID=MI0003143;Alias=MI0003143;Name=hsa-mir-520e
2304_	chr19	.	miRNA	54179018	54179038	.	+	.	ID=MIMAT0002825;Alias=MIMAT0002825;Name=hsa-miR-520e;Derives_from=MI0003143
2305_	chr19	.	miRNA_primary_transcript	54182257	54182339	.	+	.	ID=MI0003144;Alias=MI0003144;Name=hsa-mir-515-1
2306_	chr19	.	miRNA	54182270	54182293	.	+	.	ID=MIMAT0002826;Alias=MIMAT0002826;Name=hsa-miR-515-5p;Derives_from=MI0003144
2307_	chr19	.	miRNA	54182307	54182328	.	+	.	ID=MIMAT0002827;Alias=MIMAT0002827;Name=hsa-miR-515-3p;Derives_from=MI0003144
2308_	chr19	.	miRNA_primary_transcript	54183194	54183277	.	+	.	ID=MI0003145;Alias=MI0003145;Name=hsa-mir-519e
2309_	chr19	.	miRNA	54183207	54183228	.	+	.	ID=MIMAT0002828;Alias=MIMAT0002828;Name=hsa-miR-519e-5p;Derives_from=MI0003145
2310_	chr19	.	miRNA	54183245	54183266	.	+	.	ID=MIMAT0002829;Alias=MIMAT0002829;Name=hsa-miR-519e-3p;Derives_from=MI0003145
2311_	chr19	.	miRNA_primary_transcript	54185413	54185499	.	+	.	ID=MI0003146;Alias=MI0003146;Name=hsa-mir-520f
2312_	chr19	.	miRNA	54185467	54185488	.	+	.	ID=MIMAT0002830;Alias=MIMAT0002830;Name=hsa-miR-520f-3p;Derives_from=MI0003146
2313_	chr19	.	miRNA	54185427	54185448	.	+	.	ID=MIMAT0026609;Alias=MIMAT0026609;Name=hsa-miR-520f-5p;Derives_from=MI0003146
2314_	chr19	.	miRNA_primary_transcript	54188263	54188345	.	+	.	ID=MI0003147;Alias=MI0003147;Name=hsa-mir-515-2
2315_	chr19	.	miRNA	54188276	54188299	.	+	.	ID=MIMAT0002826_1;Alias=MIMAT0002826;Name=hsa-miR-515-5p;Derives_from=MI0003147
2316_	chr19	.	miRNA	54188313	54188334	.	+	.	ID=MIMAT0002827_1;Alias=MIMAT0002827;Name=hsa-miR-515-3p;Derives_from=MI0003147
2317_	chr19	.	miRNA_primary_transcript	54189723	54189809	.	+	.	ID=MI0003148;Alias=MI0003148;Name=hsa-mir-519c
2318_	chr19	.	miRNA	54189738	54189759	.	+	.	ID=MIMAT0002831;Alias=MIMAT0002831;Name=hsa-miR-519c-5p;Derives_from=MI0003148
2319_	chr19	.	miRNA	54189776	54189797	.	+	.	ID=MIMAT0002832;Alias=MIMAT0002832;Name=hsa-miR-519c-3p;Derives_from=MI0003148
2320_	chr19	.	miRNA_primary_transcript	54191735	54191821	.	+	.	ID=MI0003832;Alias=MI0003832;Name=hsa-mir-1283-1
2321_	chr19	.	miRNA	54191748	54191769	.	+	.	ID=MIMAT0005799;Alias=MIMAT0005799;Name=hsa-miR-1283;Derives_from=MI0003832
2322_	chr19	.	miRNA_primary_transcript	54194135	54194219	.	+	.	ID=MI0003149;Alias=MI0003149;Name=hsa-mir-520a
2323_	chr19	.	miRNA	54194149	54194169	.	+	.	ID=MIMAT0002833;Alias=MIMAT0002833;Name=hsa-miR-520a-5p;Derives_from=MI0003149
2324_	chr19	.	miRNA	54194187	54194208	.	+	.	ID=MIMAT0002834;Alias=MIMAT0002834;Name=hsa-miR-520a-3p;Derives_from=MI0003149
2325_	chr19	.	miRNA_primary_transcript	54197647	54197729	.	+	.	ID=MI0003150;Alias=MI0003150;Name=hsa-mir-526b
2326_	chr19	.	miRNA	54197660	54197682	.	+	.	ID=MIMAT0002835;Alias=MIMAT0002835;Name=hsa-miR-526b-5p;Derives_from=MI0003150
2327_	chr19	.	miRNA	54197697	54197718	.	+	.	ID=MIMAT0002836;Alias=MIMAT0002836;Name=hsa-miR-526b-3p;Derives_from=MI0003150
2328_	chr19	.	miRNA_primary_transcript	54198467	54198547	.	+	.	ID=MI0003151;Alias=MI0003151;Name=hsa-mir-519b
2329_	chr19	.	miRNA	54198479	54198500	.	+	.	ID=MIMAT0005454;Alias=MIMAT0005454;Name=hsa-miR-519b-5p;Derives_from=MI0003151
2330_	chr19	.	miRNA	54198517	54198538	.	+	.	ID=MIMAT0002837;Alias=MIMAT0002837;Name=hsa-miR-519b-3p;Derives_from=MI0003151
2331_	chr19	.	miRNA_primary_transcript	54200787	54200871	.	+	.	ID=MI0003152;Alias=MI0003152;Name=hsa-mir-525
2332_	chr19	.	miRNA	54200801	54200821	.	+	.	ID=MIMAT0002838;Alias=MIMAT0002838;Name=hsa-miR-525-5p;Derives_from=MI0003152
2333_	chr19	.	miRNA	54200838	54200859	.	+	.	ID=MIMAT0002839;Alias=MIMAT0002839;Name=hsa-miR-525-3p;Derives_from=MI0003152
2334_	chr19	.	miRNA_primary_transcript	54201639	54201725	.	+	.	ID=MI0003153;Alias=MI0003153;Name=hsa-mir-523
